record_id,campaign_id,date,spend,impressions,clicks,leads,conversions,revenue,ctr,cpc,data_source
REC_0000253,CAMP_1004,2024-03-18,4272.9,29742,1961,162,5,14334.53,6.5934,2.18,synthetic
REC_0000254,CAMP_1004,2024-03-19,3945.76,30409,2261,242,5,14259.23,7.4353,1.75,synthetic
REC_0000255,CAMP_1004,2024-03-20,6199.51,36714,1997,206,2,4696.38,5.4393,3.1,synthetic
REC_0000256,CAMP_1004,2024-03-21,5664.96,42082,1879,277,5,18145.53,4.4651,3.01,synthetic
REC_0000257,CAMP_1004,2024-03-22,2194.03,14286,829,45,0,0.0,5.8029,2.65,synthetic
REC_0000258,CAMP_1004,2024-03-23,3233.99,26698,1612,185,2,3276.95,6.0379,2.01,synthetic
REC_0000259,CAMP_1004,2024-03-24,2835.98,20042,882,122,3,15821.07,4.4008,3.22,synthetic
REC_0000260,CAMP_1004,2024-03-25,5120.54,34722,1765,143,2,3865.19,5.0832,2.9,synthetic
REC_0000261,CAMP_1004,2024-03-26,5531.59,40287,3088,372,5,29936.21,7.665,1.79,synthetic
REC_0000262,CAMP_1004,2024-03-27,4091.14,50533,3322,370,5,13052.07,6.5739,1.23,synthetic
REC_0000263,CAMP_1005,2024-01-07,2694.21,198319,66587,10118,5,27061.48,33.5757,0.04,synthetic
REC_0000264,CAMP_1005,2024-01-08,5202.71,818854,182767,40329,5,25767.13,22.3199,0.03,synthetic
REC_0000265,CAMP_1005,2024-01-09,7614.58,425828,94321,16918,5,21571.04,22.15,0.08,synthetic
REC_0000266,CAMP_1005,2024-01-10,8222.55,869420,302302,61417,5,28976.95,34.7705,0.03,synthetic
REC_0000267,CAMP_1005,2024-01-11,4707.34,807322,209340,30085,5,29435.54,25.9302,0.02,synthetic
REC_0000268,CAMP_1005,2024-01-12,3887.77,214468,36275,4000,5,27642.2,16.9139,0.11,synthetic
REC_0000269,CAMP_1005,2024-01-13,2892.03,165578,28744,6977,5,33387.77,17.3598,0.1,synthetic
REC_0000270,CAMP_1005,2024-01-14,4240.47,270672,83367,13710,5,29181.05,30.8,0.05,synthetic
REC_0000271,CAMP_1005,2024-01-15,6832.88,404837,136309,14659,5,25193.57,33.6701,0.05,synthetic
REC_0000272,CAMP_1005,2024-01-16,6273.48,970740,301300,44199,5,26105.64,31.0382,0.02,synthetic
REC_0000273,CAMP_1005,2024-01-17,7216.19,792493,133489,16776,5,13071.45,16.8442,0.05,synthetic
REC_0000274,CAMP_1005,2024-01-18,4695.93,248607,40882,10066,5,27049.28,16.4444,0.11,synthetic
REC_0000275,CAMP_1005,2024-01-19,3894.45,274544,63314,8814,5,32189.36,23.0615,0.06,synthetic
REC_0000276,CAMP_1005,2024-01-20,3843.34,271238,44357,7498,5,27825.6,16.3535,0.09,synthetic
REC_0000277,CAMP_1005,2024-01-21,4222.28,242070,80436,16268,5,11577.22,33.2284,0.05,synthetic
REC_0000278,CAMP_1005,2024-01-22,7821.76,511504,146613,31309,5,21618.04,28.6631,0.05,synthetic
REC_0000279,CAMP_1005,2024-01-23,5506.17,915743,233486,44751,5,19870.4,25.4969,0.02,synthetic
REC_0000280,CAMP_1005,2024-01-24,5782.96,389833,62320,10560,5,31677.32,15.9863,0.09,synthetic
REC_0000281,CAMP_1005,2024-01-25,4655.98,865846,292389,62833,5,27588.23,33.7692,0.02,synthetic
REC_0000282,CAMP_1005,2024-01-26,3724.13,192769,31436,6088,5,13623.01,16.3076,0.12,synthetic
REC_0000283,CAMP_1005,2024-01-27,3754.56,322290,85708,18386,5,10947.14,26.5934,0.04,synthetic
REC_0000284,CAMP_1005,2024-01-28,3055.57,177402,50013,11477,5,28584.5,28.1919,0.06,synthetic
REC_0000285,CAMP_1005,2024-01-29,7745.8,474249,102001,12638,5,8145.39,21.5079,0.08,synthetic
REC_0000286,CAMP_1005,2024-01-30,6898.06,1101784,237449,52649,5,10542.8,21.5513,0.03,synthetic
REC_0000287,CAMP_1005,2024-01-31,7636.15,911976,252144,45519,5,14005.38,27.6481,0.03,synthetic
REC_0000288,CAMP_1005,2024-02-01,5398.56,278486,75946,9790,5,12840.8,27.271,0.07,synthetic
REC_0000289,CAMP_1005,2024-02-02,2626.97,180337,40741,6596,5,20507.64,22.5916,0.06,synthetic
REC_0000290,CAMP_1005,2024-02-03,3573.57,357210,91528,16218,5,19083.36,25.623,0.04,synthetic
REC_0000291,CAMP_1005,2024-02-04,3928.86,313275,100432,10394,5,33762.79,32.0587,0.04,synthetic
REC_0000292,CAMP_1005,2024-02-05,5875.45,373073,126712,27173,5,22422.8,33.9644,0.05,synthetic
REC_0000293,CAMP_1005,2024-02-06,8353.22,1011195,330968,69512,5,25278.2,32.7304,0.03,synthetic
REC_0000294,CAMP_1005,2024-02-07,4793.61,267879,78944,7984,5,25892.51,29.47,0.06,synthetic
REC_0000295,CAMP_1005,2024-02-08,5260.51,1024543,229743,48146,5,24307.63,22.4239,0.02,synthetic
REC_0000296,CAMP_1005,2024-02-09,3387.93,654044,217755,31921,5,30591.05,33.2936,0.02,synthetic
REC_0000297,CAMP_1005,2024-02-10,3183.81,324102,56316,12399,5,27289.58,17.376,0.06,synthetic
REC_0000298,CAMP_1005,2024-02-11,3977.05,301979,57461,7373,5,18283.73,19.0281,0.07,synthetic
REC_0000299,CAMP_1005,2024-02-12,6686.07,866579,165052,30744,5,32521.04,19.0464,0.04,synthetic
REC_0000300,CAMP_1005,2024-02-13,6527.16,387307,125962,12653,5,12327.12,32.5225,0.05,synthetic
REC_0000301,CAMP_1005,2024-02-14,4802.29,312202,50581,10468,5,15369.73,16.2014,0.09,synthetic
REC_0000302,CAMP_1005,2024-02-15,5819.86,456306,142595,32806,5,23346.94,31.2499,0.04,synthetic
REC_0000303,CAMP_1005,2024-02-16,2828.77,343327,74821,11719,5,26979.86,21.7929,0.04,synthetic
REC_0000304,CAMP_1005,2024-02-17,3518.4,177372,45142,10542,5,31790.89,25.4505,0.08,synthetic
REC_0000305,CAMP_1005,2024-02-18,3343.6,217101,60754,13956,5,23413.87,27.9842,0.06,synthetic
REC_0000306,CAMP_1005,2024-02-19,6018.27,372403,100283,14789,5,13857.03,26.9286,0.06,synthetic
REC_0000307,CAMP_1005,2024-02-20,6423.46,760401,170158,17498,5,10781.15,22.3774,0.04,synthetic
REC_0000308,CAMP_1005,2024-02-21,6203.74,333261,82506,12914,5,13310.13,24.7572,0.08,synthetic
REC_0000309,CAMP_1005,2024-02-22,6521.8,891306,306346,75896,5,31916.87,34.3705,0.02,synthetic
REC_0000310,CAMP_1005,2024-02-23,4242.86,615803,166339,19425,5,24233.0,27.0117,0.03,synthetic
REC_0000311,CAMP_1005,2024-02-24,3629.38,381615,80769,13201,5,6504.81,21.165,0.04,synthetic
REC_0000312,CAMP_1005,2024-02-25,3173.99,198764,53631,12066,5,28328.63,26.9823,0.06,synthetic
REC_0000313,CAMP_1005,2024-02-26,7006.85,702358,153555,35431,5,23113.65,21.8628,0.05,synthetic
REC_0000314,CAMP_1005,2024-02-27,8549.02,475004,165261,20392,5,31161.0,34.7915,0.05,synthetic
REC_0000315,CAMP_1005,2024-02-28,8371.99,462223,79318,9149,5,22181.01,17.1601,0.11,synthetic
REC_0000316,CAMP_1005,2024-02-29,7380.91,993221,332752,67679,5,27997.19,33.5023,0.02,synthetic
REC_0000317,CAMP_1005,2024-03-01,2820.08,253336,77173,9064,5,21765.28,30.4627,0.04,synthetic
REC_0000318,CAMP_1005,2024-03-02,3546.97,178511,47469,10414,5,22902.62,26.5916,0.07,synthetic
REC_0000319,CAMP_1005,2024-03-03,2936.03,181327,28852,5308,5,24039.28,15.9116,0.1,synthetic
REC_0000320,CAMP_1005,2024-03-04,7719.15,621105,205067,36189,5,9020.05,33.0165,0.04,synthetic
REC_0000321,CAMP_1005,2024-03-05,5560.27,1105304,299348,55847,5,20875.37,27.0829,0.02,synthetic
REC_0000322,CAMP_1005,2024-03-06,6657.79,508392,106173,15935,5,22463.49,20.8841,0.06,synthetic
REC_0000323,CAMP_1005,2024-03-07,6917.35,559987,126874,28202,5,23682.21,22.6566,0.05,synthetic
REC_0000324,CAMP_1005,2024-03-08,2825.88,182346,57240,5884,5,23672.92,31.3909,0.05,synthetic
REC_0000325,CAMP_1005,2024-03-09,2719.64,172619,36137,6025,5,27063.22,20.9345,0.08,synthetic
REC_0000326,CAMP_1005,2024-03-10,2855.46,512754,147870,29411,5,7706.7,28.8384,0.02,synthetic
REC_0000327,CAMP_1005,2024-03-11,7460.2,468895,88094,12855,5,11883.77,18.7876,0.08,synthetic
REC_0000328,CAMP_1005,2024-03-12,7465.16,388649,97353,21641,5,29635.03,25.0491,0.08,synthetic
REC_0000329,CAMP_1005,2024-03-13,6544.05,735004,192797,25336,5,26787.18,26.2307,0.03,synthetic
REC_0000330,CAMP_1005,2024-03-14,7468.22,693927,144424,21617,5,20803.56,20.8126,0.05,synthetic
REC_0000331,CAMP_1005,2024-03-15,3938.75,233292,61966,9488,5,10528.17,26.5616,0.06,synthetic
REC_0000332,CAMP_1005,2024-03-16,2826.61,502005,92605,13069,5,18281.91,18.447,0.03,synthetic
REC_0000333,CAMP_1005,2024-03-17,4286.51,829966,209258,31361,5,34339.0,25.2128,0.02,synthetic
REC_0000334,CAMP_1005,2024-03-18,7512.31,382079,90888,22477,5,31733.18,23.7878,0.08,synthetic
REC_0000335,CAMP_1005,2024-03-19,6389.57,998080,159856,35168,5,12698.73,16.0164,0.04,synthetic
REC_0000336,CAMP_1005,2024-03-20,6882.61,449627,73783,15172,5,22025.92,16.4098,0.09,synthetic
REC_0000337,CAMP_1006,2024-06-23,2131.52,113718,25353,3903,5,16247.91,22.2946,0.08,synthetic
REC_0000338,CAMP_1006,2024-06-24,3790.03,372434,117895,28690,5,20483.97,31.6553,0.03,synthetic
REC_0000339,CAMP_1006,2024-06-25,3289.14,185912,33855,5759,5,11046.75,18.2102,0.1,synthetic
REC_0000340,CAMP_1006,2024-06-26,3863.68,408258,100457,22841,5,22304.77,24.6063,0.04,synthetic
REC_0000341,CAMP_1006,2024-06-27,2378.96,348343,96558,15923,5,24667.93,27.7192,0.02,synthetic
REC_0000342,CAMP_1006,2024-06-28,1602.82,98672,29958,4150,5,35599.03,30.3612,0.05,synthetic
REC_0000343,CAMP_1006,2024-06-29,1719.18,94617,23389,4757,5,12833.93,24.7197,0.07,synthetic
REC_0000344,CAMP_1006,2024-06-30,2064.26,152567,30421,4024,5,16068.57,19.9394,0.07,synthetic
REC_0000345,CAMP_1006,2024-07-01,2819.66,390232,124486,26271,5,10722.3,31.9005,0.02,synthetic
REC_0000346,CAMP_1006,2024-07-02,3750.86,270012,47105,9311,5,33326.12,17.4455,0.08,synthetic
REC_0000347,CAMP_1006,2024-07-03,2543.97,426925,85065,17057,5,18055.81,19.925,0.03,synthetic
REC_0000348,CAMP_1006,2024-07-04,2916.59,240188,57924,12168,5,10964.97,24.1161,0.05,synthetic
REC_0000349,CAMP_1006,2024-07-05,1471.74,147219,24421,4800,5,26935.73,16.5882,0.06,synthetic
REC_0000350,CAMP_1006,2024-07-06,1592.46,142856,31805,7115,5,16235.74,22.2637,0.05,synthetic
REC_0000351,CAMP_1006,2024-07-07,1876.0,210561,38115,7582,5,16720.93,18.1016,0.05,synthetic
REC_0000352,CAMP_1006,2024-07-08,3854.27,584796,180959,44778,5,16119.65,30.944,0.02,synthetic
REC_0000353,CAMP_1006,2024-07-09,3794.07,240582,75745,8987,5,21795.72,31.4841,0.05,synthetic
REC_0000354,CAMP_1006,2024-07-10,3718.22,250960,75475,13027,5,20564.22,30.0745,0.05,synthetic
REC_0000355,CAMP_1006,2024-07-11,2647.41,166073,55705,7136,5,30625.9,33.5425,0.05,synthetic
REC_0000356,CAMP_1006,2024-07-12,1398.31,239918,71401,15580,5,26912.69,29.7606,0.02,synthetic
REC_0000357,CAMP_1006,2024-07-13,1797.56,218377,73040,16139,5,29324.65,33.4467,0.02,synthetic
REC_0000358,CAMP_1006,2024-07-14,2167.52,213282,38245,8318,5,35076.3,17.9317,0.06,synthetic
REC_0000359,CAMP_1006,2024-07-15,2579.51,132183,46133,6585,5,19438.02,34.9009,0.06,synthetic
REC_0000360,CAMP_1006,2024-07-16,4022.99,225435,66344,8743,5,15243.78,29.4293,0.06,synthetic
REC_0000361,CAMP_1006,2024-07-17,2366.11,372241,84675,12493,5,24122.8,22.7474,0.03,synthetic
REC_0000362,CAMP_1006,2024-07-18,2920.1,249994,42799,4943,5,10981.9,17.12,0.07,synthetic
REC_0000363,CAMP_1006,2024-07-19,1859.46,101256,24734,5329,5,22753.18,24.4272,0.08,synthetic
REC_0000364,CAMP_1006,2024-07-20,1580.44,115155,25785,5340,5,20129.23,22.3916,0.06,synthetic
REC_0000365,CAMP_1006,2024-07-21,2127.33,237044,47868,6376,5,30386.34,20.1937,0.04,synthetic
REC_0000366,CAMP_1006,2024-07-22,2740.11,312793,58192,6118,5,35406.9,18.604,0.05,synthetic
REC_0000367,CAMP_1006,2024-07-23,2326.99,202932,69355,12368,5,9204.93,34.1765,0.03,synthetic
REC_0000368,CAMP_1006,2024-07-24,2827.87,263056,46625,8002,5,16174.61,17.7244,0.06,synthetic
REC_0000369,CAMP_1006,2024-07-25,4120.02,614236,97244,14815,5,36262.87,15.8317,0.04,synthetic
REC_0000370,CAMP_1006,2024-07-26,1680.22,145080,43117,5702,5,18494.75,29.7195,0.04,synthetic
REC_0000371,CAMP_1006,2024-07-27,1691.67,325546,56151,11148,5,23763.21,17.2483,0.03,synthetic
REC_0000372,CAMP_1006,2024-07-28,1442.66,276919,93071,12963,5,12540.32,33.6095,0.02,synthetic
REC_0000373,CAMP_1006,2024-07-29,3777.65,202864,61297,8227,5,17481.7,30.2158,0.06,synthetic
REC_0000374,CAMP_1007,2024-01-06,1757.17,12149,852,119,3,8100.59,7.0129,2.06,synthetic
REC_0000375,CAMP_1007,2024-01-07,2250.95,13034,885,111,3,6604.01,6.7899,2.54,synthetic
REC_0000376,CAMP_1007,2024-01-08,3357.91,20212,1353,156,2,10060.57,6.694,2.48,synthetic
REC_0000377,CAMP_1007,2024-01-09,3527.55,23508,1879,246,2,12447.27,7.993,1.88,synthetic
REC_0000378,CAMP_1007,2024-01-10,3463.24,26048,1753,103,3,18017.7,6.7299,1.98,synthetic
REC_0000379,CAMP_1007,2024-01-11,4589.2,32646,1345,168,4,20281.18,4.12,3.41,synthetic
REC_0000380,CAMP_1007,2024-01-12,1726.27,10885,606,52,1,5845.8,5.5673,2.85,synthetic
REC_0000381,CAMP_1007,2024-01-13,2372.92,21193,893,118,1,3427.08,4.2137,2.66,synthetic
REC_0000382,CAMP_1007,2024-01-14,1468.65,8347,589,59,1,7158.97,7.0564,2.49,synthetic
REC_0000383,CAMP_1007,2024-01-15,3401.03,20413,838,91,1,7181.26,4.1052,4.06,synthetic
REC_0000384,CAMP_1007,2024-01-16,4012.47,41646,3298,317,5,32863.45,7.9191,1.22,synthetic
REC_0000385,CAMP_1007,2024-01-17,4097.12,28025,1588,194,5,21339.57,5.6664,2.58,synthetic
REC_0000386,CAMP_1007,2024-01-18,3908.6,23847,1414,145,2,4045.13,5.9295,2.76,synthetic
REC_0000387,CAMP_1007,2024-01-19,2089.32,14807,775,88,1,2797.78,5.234,2.7,synthetic
REC_0000388,CAMP_1007,2024-01-20,2429.64,18918,713,82,3,6614.65,3.7689,3.41,synthetic
REC_0000389,CAMP_1007,2024-01-21,1710.98,16766,512,65,1,4102.66,3.0538,3.34,synthetic
REC_0000390,CAMP_1007,2024-01-22,3370.59,22354,1252,178,5,28465.36,5.6008,2.69,synthetic
REC_0000391,CAMP_1007,2024-01-23,4302.24,52077,1810,211,5,18738.52,3.4756,2.38,synthetic
REC_0000392,CAMP_1007,2024-01-24,3985.16,39106,2587,173,5,28476.31,6.6154,1.54,synthetic
REC_0000393,CAMP_1007,2024-01-25,2970.43,32887,1655,125,4,17709.81,5.0324,1.79,synthetic
REC_0000394,CAMP_1007,2024-01-26,1826.63,13589,417,51,0,0.0,3.0687,4.38,synthetic
REC_0000395,CAMP_1007,2024-01-27,1663.15,19487,663,41,0,0.0,3.4023,2.51,synthetic
REC_0000396,CAMP_1007,2024-01-28,1629.95,10089,486,56,1,1702.48,4.8171,3.35,synthetic
REC_0000397,CAMP_1007,2024-01-29,3289.26,19312,815,121,3,13239.34,4.2202,4.04,synthetic
REC_0000398,CAMP_1007,2024-01-30,4507.27,44983,1770,102,5,19990.06,3.9348,2.55,synthetic
REC_0000399,CAMP_1007,2024-01-31,3095.37,20671,909,88,1,4091.51,4.3975,3.41,synthetic
REC_0000400,CAMP_1007,2024-02-01,3270.88,19798,1531,148,5,28984.03,7.7331,2.14,synthetic
REC_0000401,CAMP_1007,2024-02-02,1619.72,15329,1100,127,1,4980.34,7.1759,1.47,synthetic
REC_0000402,CAMP_1007,2024-02-03,2035.16,11329,484,47,0,0.0,4.2722,4.2,synthetic
REC_0000403,CAMP_1007,2024-02-04,2420.54,16590,755,103,3,11994.01,4.5509,3.21,synthetic
REC_0000404,CAMP_1007,2024-02-05,2778.44,22227,811,121,3,12004.31,3.6487,3.43,synthetic
REC_0000405,CAMP_1007,2024-02-06,4418.12,25479,938,69,3,15372.9,3.6815,4.71,synthetic
REC_0000406,CAMP_1007,2024-02-07,4283.53,49348,2373,272,2,5064.09,4.8087,1.81,synthetic
REC_0000407,CAMP_1007,2024-02-08,3240.8,21249,1648,138,5,12733.34,7.7557,1.97,synthetic
REC_0000408,CAMP_1007,2024-02-09,1992.63,16660,648,69,3,11554.54,3.8896,3.08,synthetic
REC_0000409,CAMP_1007,2024-02-10,1865.49,10501,780,69,1,1772.01,7.4279,2.39,synthetic
REC_0000410,CAMP_1007,2024-02-11,1548.66,12323,817,59,2,5758.47,6.6299,1.9,synthetic
REC_0000411,CAMP_1007,2024-02-12,2613.65,15947,1021,66,4,15751.23,6.4025,2.56,synthetic
REC_0000412,CAMP_1007,2024-02-13,4420.17,29623,2162,205,3,14247.4,7.2984,2.04,synthetic
REC_0000413,CAMP_1007,2024-02-14,4060.58,25584,1228,176,5,12795.39,4.7999,3.31,synthetic
REC_0000414,CAMP_1007,2024-02-15,2756.55,26293,1662,124,5,14871.05,6.3211,1.66,synthetic
REC_0000415,CAMP_1007,2024-02-16,1797.65,10473,650,90,3,8308.55,6.2064,2.77,synthetic
REC_0000416,CAMP_1007,2024-02-17,2248.58,21803,689,96,1,5634.07,3.1601,3.26,synthetic
REC_0000417,CAMP_1007,2024-02-18,1446.17,14097,500,67,0,0.0,3.5469,2.89,synthetic
REC_0000418,CAMP_1007,2024-02-19,2875.5,19799,1031,66,5,31517.42,5.2073,2.79,synthetic
REC_0000419,CAMP_1007,2024-02-20,3252.38,18090,936,103,3,18263.45,5.1741,3.47,synthetic
REC_0000420,CAMP_1007,2024-02-21,3779.39,22319,953,119,2,6053.24,4.2699,3.97,synthetic
REC_0000421,CAMP_1007,2024-02-22,4809.25,36377,2767,187,5,25351.03,7.6065,1.74,synthetic
REC_0000422,CAMP_1007,2024-02-23,1747.35,14379,766,41,1,2738.66,5.3272,2.28,synthetic
REC_0000423,CAMP_1007,2024-02-24,1408.3,8535,671,97,3,7988.21,7.8617,2.1,synthetic
REC_0000424,CAMP_1007,2024-02-25,1687.07,19650,937,66,2,3638.86,4.7684,1.8,synthetic
REC_0000425,CAMP_1007,2024-02-26,4322.2,24155,1777,145,5,20028.44,7.3567,2.43,synthetic
REC_0000426,CAMP_1007,2024-02-27,2763.24,22609,1427,145,5,26482.53,6.3116,1.94,synthetic
REC_0000427,CAMP_1007,2024-02-28,3908.19,33232,1243,86,5,30329.59,3.7404,3.14,synthetic
REC_0000428,CAMP_1007,2024-02-29,3267.66,24381,1057,88,2,8869.02,4.3353,3.09,synthetic
REC_0000429,CAMP_1007,2024-03-01,1688.06,18115,887,62,3,8669.94,4.8965,1.9,synthetic
REC_0000430,CAMP_1007,2024-03-02,2340.3,16554,1184,107,1,2303.63,7.1523,1.98,synthetic
REC_0000431,CAMP_1007,2024-03-03,2207.33,24737,1699,218,5,8605.59,6.8683,1.3,synthetic
REC_0000432,CAMP_1007,2024-03-04,2598.57,30434,1135,101,1,5040.83,3.7294,2.29,synthetic
REC_0000433,CAMP_1007,2024-03-05,4469.06,34695,1647,237,2,6186.48,4.7471,2.71,synthetic
REC_0000434,CAMP_1007,2024-03-06,2654.32,31349,1239,120,3,10441.83,3.9523,2.14,synthetic
REC_0000435,CAMP_1007,2024-03-07,4246.78,30582,1674,192,5,31369.13,5.4738,2.54,synthetic
REC_0000436,CAMP_1007,2024-03-08,2400.06,14401,563,62,1,3260.58,3.9095,4.26,synthetic
REC_0000437,CAMP_1007,2024-03-09,2369.0,20054,1476,171,2,7231.95,7.3601,1.61,synthetic
REC_0000438,CAMP_1007,2024-03-10,1735.24,17012,933,104,2,12128.68,5.4844,1.86,synthetic
REC_0000439,CAMP_1007,2024-03-11,3044.85,17986,1178,170,1,7588.79,6.5495,2.58,synthetic
REC_0000440,CAMP_1007,2024-03-12,3807.0,34760,1328,99,4,21832.49,3.8205,2.87,synthetic
REC_0000441,CAMP_1007,2024-03-13,3330.23,35879,1311,136,4,9970.05,3.6539,2.54,synthetic
REC_0000442,CAMP_1007,2024-03-14,4248.83,31020,2348,198,5,17454.62,7.5693,1.81,synthetic
REC_0000443,CAMP_1008,2024-06-30,2547.48,237352,82344,10848,5,32855.49,34.6928,0.03,synthetic
REC_0000444,CAMP_1008,2024-07-01,4857.24,310974,53267,8349,5,9432.31,17.1291,0.09,synthetic
REC_0000445,CAMP_1008,2024-07-02,6106.6,361807,72988,12673,5,18398.09,20.1732,0.08,synthetic
REC_0000446,CAMP_1008,2024-07-03,5669.19,283571,67684,7282,5,24647.71,23.8684,0.08,synthetic
REC_0000447,CAMP_1008,2024-07-04,6280.01,460220,80833,19359,5,25899.65,17.564,0.08,synthetic
REC_0000448,CAMP_1008,2024-07-05,3483.44,574232,150402,24798,5,14693.97,26.1919,0.02,synthetic
REC_0000449,CAMP_1008,2024-07-06,3794.31,260549,58757,5988,5,14207.67,22.5512,0.06,synthetic
REC_0000450,CAMP_1008,2024-07-07,2514.57,316463,59638,8938,5,7037.68,18.8452,0.04,synthetic
REC_0000451,CAMP_1008,2024-07-08,6958.2,393520,83438,17047,5,31263.34,21.203,0.08,synthetic
REC_0000452,CAMP_1008,2024-07-09,6096.36,329109,70296,12699,5,26016.29,21.3595,0.09,synthetic
REC_0000453,CAMP_1008,2024-07-10,6341.76,827609,142376,31028,5,10638.08,17.2033,0.04,synthetic
REC_0000454,CAMP_1008,2024-07-11,6389.84,638037,141735,21894,5,27238.07,22.2142,0.05,synthetic
REC_0000455,CAMP_1008,2024-07-12,2516.21,374123,70806,9872,5,11483.01,18.9259,0.04,synthetic
REC_0000456,CAMP_1008,2024-07-13,3705.54,187177,40685,5254,5,8210.06,21.7361,0.09,synthetic
REC_0000457,CAMP_1008,2024-07-14,3674.96,204514,65915,11660,5,18877.99,32.2301,0.06,synthetic
REC_0000458,CAMP_1008,2024-07-15,4345.33,440412,92787,13819,5,27600.58,21.0682,0.05,synthetic
REC_0000459,CAMP_1008,2024-07-16,6400.87,646820,195019,46766,5,27574.16,30.1504,0.03,synthetic
REC_0000460,CAMP_1008,2024-07-17,4755.22,299998,62344,8936,5,13960.53,20.7815,0.08,synthetic
REC_0000461,CAMP_1008,2024-07-18,5003.82,277468,54186,8154,5,9901.75,19.5287,0.09,synthetic
REC_0000462,CAMP_1008,2024-07-19,3242.16,601889,177704,22529,5,19181.44,29.5244,0.02,synthetic
REC_0000463,CAMP_1008,2024-07-20,3158.9,266152,76436,14410,5,12851.65,28.7189,0.04,synthetic
REC_0000464,CAMP_1008,2024-07-21,2585.15,190997,60076,7853,5,21080.79,31.4539,0.04,synthetic
REC_0000465,CAMP_1008,2024-07-22,6515.78,391161,119370,27398,5,22632.23,30.5168,0.05,synthetic
REC_0000466,CAMP_1008,2024-07-23,5282.37,383419,120034,26129,5,27781.09,31.3062,0.04,synthetic
REC_0000467,CAMP_1008,2024-07-24,6256.64,322381,111466,18928,5,21932.02,34.5759,0.06,synthetic
REC_0000468,CAMP_1008,2024-07-25,4879.59,250489,64441,12916,5,9945.12,25.7261,0.08,synthetic
REC_0000469,CAMP_1008,2024-07-26,2372.35,254320,80048,11299,5,10274.68,31.4753,0.03,synthetic
REC_0000470,CAMP_1008,2024-07-27,2266.88,179222,27780,3253,5,29378.14,15.5003,0.08,synthetic
REC_0000471,CAMP_1008,2024-07-28,3754.82,364577,111091,24856,5,9449.23,30.4712,0.03,synthetic
REC_0000472,CAMP_1008,2024-07-29,5238.79,499359,159753,22333,5,21124.8,31.9916,0.03,synthetic
REC_0000473,CAMP_1008,2024-07-30,6471.64,393504,59473,9078,5,25667.22,15.1137,0.11,synthetic
REC_0000474,CAMP_1008,2024-07-31,4945.47,274568,55032,8425,5,12846.69,20.0431,0.09,synthetic
REC_0000475,CAMP_1008,2024-08-01,4963.83,260870,56109,10254,5,25517.36,21.5084,0.09,synthetic
REC_0000476,CAMP_1008,2024-08-02,2424.26,249503,66891,16251,5,35411.4,26.8097,0.04,synthetic
REC_0000477,CAMP_1008,2024-08-03,2880.77,245099,83531,19833,5,20146.14,34.0805,0.03,synthetic
REC_0000478,CAMP_1008,2024-08-04,3111.31,475744,95561,20224,5,20380.55,20.0866,0.03,synthetic
REC_0000479,CAMP_1008,2024-08-05,6406.65,878951,282602,44702,5,35520.8,32.1522,0.02,synthetic
REC_0000480,CAMP_1008,2024-08-06,4202.94,413240,101885,19518,5,12386.9,24.6552,0.04,synthetic
REC_0000481,CAMP_1008,2024-08-07,5622.99,471283,91709,9912,5,10591.92,19.4594,0.06,synthetic
REC_0000482,CAMP_1008,2024-08-08,5795.65,695565,193086,19370,5,25070.28,27.7596,0.03,synthetic
REC_0000483,CAMP_1008,2024-08-09,3065.55,173700,39465,6158,5,18724.73,22.7202,0.08,synthetic
REC_0000484,CAMP_1008,2024-08-10,3283.89,224905,77679,16148,5,21577.54,34.5386,0.04,synthetic
REC_0000485,CAMP_1008,2024-08-11,2654.96,361112,62650,8700,5,30785.73,17.3492,0.04,synthetic
REC_0000486,CAMP_1008,2024-08-12,4356.35,259344,43676,5392,5,25403.98,16.841,0.1,synthetic
REC_0000487,CAMP_1008,2024-08-13,6528.3,1061867,281122,62750,5,19253.78,26.4743,0.02,synthetic
REC_0000488,CAMP_1008,2024-08-14,6192.19,449467,91867,21671,5,28054.98,20.4391,0.07,synthetic
REC_0000489,CAMP_1008,2024-08-15,6146.1,1110709,375429,60851,5,12893.88,33.8008,0.02,synthetic
REC_0000490,CAMP_1008,2024-08-16,3357.91,462721,137808,33599,5,26410.52,29.7821,0.02,synthetic
REC_0000491,CAMP_1008,2024-08-17,3329.9,422718,114701,12999,5,16106.31,27.1342,0.03,synthetic
REC_0000492,CAMP_1008,2024-08-18,2566.33,316199,94371,18993,5,13027.53,29.8454,0.03,synthetic
REC_0000493,CAMP_1008,2024-08-19,4124.2,230030,80050,11145,5,20109.68,34.7998,0.05,synthetic
REC_0000494,CAMP_1008,2024-08-20,4371.65,664857,181660,27503,5,9465.11,27.3232,0.02,synthetic
REC_0000495,CAMP_1008,2024-08-21,4111.48,208082,70383,12716,5,24800.24,33.8246,0.06,synthetic
REC_0000496,CAMP_1008,2024-08-22,4588.94,564943,97188,12091,5,38787.92,17.2032,0.05,synthetic
REC_0000497,CAMP_1008,2024-08-23,3358.58,502849,83881,15179,5,14475.53,16.6812,0.04,synthetic
REC_0000498,CAMP_1008,2024-08-24,2544.91,144496,46851,10093,5,10514.71,32.4237,0.05,synthetic
REC_0000499,CAMP_1008,2024-08-25,3116.65,205483,68086,7776,5,6538.49,33.1346,0.05,synthetic
